ProductID,Category,BaseKey,BaseName,VariantDim1Name,VariantDim1Value,VariantDim2Name,VariantDim2Value
323,TECH,TECH_BASE_000058,Smartphone 0058,Color,Space Gray,Storage,128GB
324,TECH,TECH_BASE_000058,Smartphone 0058,Color,Space Gray,Storage,256GB
325,TECH,TECH_BASE_000058,Smartphone 0058,Color,Space Gray,Storage,64GB
326,TECH,TECH_BASE_000059,Laptop 0059,ScreenSize,16-inch,Color,Black
327,TECH,TECH_BASE_000059,Laptop 0059,ScreenSize,16-inch,Color,Space Gray
328,TECH,TECH_BASE_000059,Laptop 0059,ScreenSize,16-inch,Color,Silver
329,TECH,TECH_BASE_000059,Laptop 0059,ScreenSize,15-inch,Color,Black
330,TECH,TECH_BASE_000059,Laptop 0059,ScreenSize,15-inch,Color,Space Gray
331,TECH,TECH_BASE_000059,Laptop 0059,ScreenSize,15-inch,Color,Silver
332,TECH,TECH_BASE_000060,Smartphone 0060,Color,Red,Storage,256GB
333,TECH,TECH_BASE_000060,Smartphone 0060,Color,Red,Storage,64GB
334,TECH,TECH_BASE_000060,Smartphone 0060,Color,Red,Storage,128GB
335,TECH,TECH_BASE_000060,Smartphone 0060,Color,White,Storage,256GB
336,TECH,TECH_BASE_000060,Smartphone 0060,Color,White,Storage,64GB
337,TECH,TECH_BASE_000060,Smartphone 0060,Color,White,Storage,128GB
338,TECH,TECH_BASE_000061,Smartwatch 0061,Color,Black,Band,Silicone
339,TECH,TECH_BASE_000061,Smartwatch 0061,Color,Silver,Band,Silicone
340,TECH,TECH_BASE_000061,Smartwatch 0061,Color,Space Gray,Band,Silicone
341,TECH,TECH_BASE_000062,Smartwatch 0062,Color,White,Band,Leather
342,TECH,TECH_BASE_000062,Smartwatch 0062,Color,Space Gray,Band,Leather
343,TECH,TECH_BASE_000063,Smartwatch 0063,Color,Red,Band,Leather
344,TECH,TECH_BASE_000063,Smartwatch 0063,Color,Red,Band,Silicone
345,TECH,TECH_BASE_000063,Smartwatch 0063,Color,Blue,Band,Leather
346,TECH,TECH_BASE_000063,Smartwatch 0063,Color,Blue,Band,Silicone
347,TECH,TECH_BASE_000063,Smartwatch 0063,Color,Space Gray,Band,Leather
348,TECH,TECH_BASE_000063,Smartwatch 0063,Color,Space Gray,Band,Silicone
349,TECH,TECH_BASE_000064,Laptop 0064,ScreenSize,13-inch,Color,Space Gray
350,TECH,TECH_BASE_000064,Laptop 0064,ScreenSize,13-inch,Color,Black
351,TECH,TECH_BASE_000064,Laptop 0064,ScreenSize,13-inch,Color,Silver
352,TECH,TECH_BASE_000064,Laptop 0064,ScreenSize,15-inch,Color,Space Gray
353,TECH,TECH_BASE_000064,Laptop 0064,ScreenSize,15-inch,Color,Black
354,TECH,TECH_BASE_000064,Laptop 0064,ScreenSize,15-inch,Color,Silver
355,TECH,TECH_BASE_000064,Laptop 0064,ScreenSize,16-inch,Color,Space Gray
356,TECH,TECH_BASE_000064,Laptop 0064,ScreenSize,16-inch,Color,Black
357,TECH,TECH_BASE_000064,Laptop 0064,ScreenSize,16-inch,Color,Silver
358,TECH,TECH_BASE_000065,Smartwatch 0065,Color,Space Gray,Band,Leather
359,TECH,TECH_BASE_000065,Smartwatch 0065,Color,Space Gray,Band,Silicone
360,TECH,TECH_BASE_000065,Smartwatch 0065,Color,Black,Band,Leather
361,TECH,TECH_BASE_000065,Smartwatch 0065,Color,Black,Band,Silicone
362,TECH,TECH_BASE_000066,4K Television 0066,TVSize,55-inch,Color,Black
363,TECH,TECH_BASE_000066,4K Television 0066,TVSize,55-inch,Color,Silver
364,TECH,TECH_BASE_000066,4K Television 0066,TVSize,50-inch,Color,Black
365,TECH,TECH_BASE_000066,4K Television 0066,TVSize,50-inch,Color,Silver
366,TECH,TECH_BASE_000067,Wireless Headphones 0067,Color,Space Gray,Connectivity,Bluetooth+Wired
367,TECH,TECH_BASE_000067,Wireless Headphones 0067,Color,Space Gray,Connectivity,Bluetooth
368,TECH,TECH_BASE_000067,Wireless Headphones 0067,Color,Black,Connectivity,Bluetooth+Wired
369,TECH,TECH_BASE_000067,Wireless Headphones 0067,Color,Black,Connectivity,Bluetooth
370,TECH,TECH_BASE_000067,Wireless Headphones 0067,Color,Silver,Connectivity,Bluetooth+Wired
371,TECH,TECH_BASE_000067,Wireless Headphones 0067,Color,Silver,Connectivity,Bluetooth
372,TECH,TECH_BASE_000068,Wireless Headphones 0068,Color,Red,Connectivity,Bluetooth
373,TECH,TECH_BASE_000068,Wireless Headphones 0068,Color,Red,Connectivity,Bluetooth+Wired
374,TECH,TECH_BASE_000068,Wireless Headphones 0068,Color,White,Connectivity,Bluetooth
375,TECH,TECH_BASE_000068,Wireless Headphones 0068,Color,White,Connectivity,Bluetooth+Wired
376,TECH,TECH_BASE_000069,Laptop 0069,ScreenSize,16-inch,Color,Space Gray
377,TECH,TECH_BASE_000069,Laptop 0069,ScreenSize,13-inch,Color,Space Gray
378,TECH,TECH_BASE_000069,Laptop 0069,ScreenSize,14-inch,Color,Space Gray
379,TECH,TECH_BASE_000070,Smartwatch 0070,Color,Red,Band,Leather
380,TECH,TECH_BASE_000070,Smartwatch 0070,Color,Red,Band,Silicone
381,TECH,TECH_BASE_000070,Smartwatch 0070,Color,Silver,Band,Leather
382,TECH,TECH_BASE_000070,Smartwatch 0070,Color,Silver,Band,Silicone
383,TECH,TECH_BASE_000070,Smartwatch 0070,Color,Space Gray,Band,Leather
384,TECH,TECH_BASE_000070,Smartwatch 0070,Color,Space Gray,Band,Silicone
385,TECH,TECH_BASE_000071,Smartwatch 0071,Color,Space Gray,Band,Silicone
386,TECH,TECH_BASE_000071,Smartwatch 0071,Color,Blue,Band,Silicone
387,TECH,TECH_BASE_000072,Laptop 0072,ScreenSize,15-inch,Color,Black
388,TECH,TECH_BASE_000072,Laptop 0072,ScreenSize,13-inch,Color,Black
389,TECH,TECH_BASE_000072,Laptop 0072,ScreenSize,14-inch,Color,Black
390,TECH,TECH_BASE_000073,Wireless Headphones 0073,Color,White,Connectivity,Bluetooth
391,TECH,TECH_BASE_000073,Wireless Headphones 0073,Color,White,Connectivity,Bluetooth+Wired
392,TECH,TECH_BASE_000073,Wireless Headphones 0073,Color,Silver,Connectivity,Bluetooth
393,TECH,TECH_BASE_000073,Wireless Headphones 0073,Color,Silver,Connectivity,Bluetooth+Wired
394,TECH,TECH_BASE_000073,Wireless Headphones 0073,Color,Red,Connectivity,Bluetooth
395,TECH,TECH_BASE_000073,Wireless Headphones 0073,Color,Red,Connectivity,Bluetooth+Wired
396,TECH,TECH_BASE_000073,Wireless Headphones 0073,Color,Black,Connectivity,Bluetooth
397,TECH,TECH_BASE_000073,Wireless Headphones 0073,Color,Black,Connectivity,Bluetooth+Wired
398,TECH,TECH_BASE_000074,4K Television 0074,TVSize,55-inch,Color,Black
399,TECH,TECH_BASE_000074,4K Television 0074,TVSize,55-inch,Color,Silver
400,TECH,TECH_BASE_000074,4K Television 0074,TVSize,50-inch,Color,Black
401,TECH,TECH_BASE_000074,4K Television 0074,TVSize,50-inch,Color,Silver
402,TECH,TECH_BASE_000074,4K Television 0074,TVSize,43-inch,Color,Black
403,TECH,TECH_BASE_000074,4K Television 0074,TVSize,43-inch,Color,Silver
404,TECH,TECH_BASE_000075,Smartphone 0075,Color,Black,Storage,64GB
405,TECH,TECH_BASE_000075,Smartphone 0075,Color,Red,Storage,64GB
406,TECH,TECH_BASE_000076,4K Television 0076,TVSize,50-inch,Color,Black
407,TECH,TECH_BASE_000076,4K Television 0076,TVSize,43-inch,Color,Black
408,TECH,TECH_BASE_000076,4K Television 0076,TVSize,65-inch,Color,Black
409,TECH,TECH_BASE_000076,4K Television 0076,TVSize,55-inch,Color,Black
410,TECH,TECH_BASE_000077,Smartphone 0077,Color,Blue,Storage,64GB
411,TECH,TECH_BASE_000077,Smartphone 0077,Color,Red,Storage,64GB
412,TECH,TECH_BASE_000078,Laptop 0078,ScreenSize,14-inch,Color,Silver
413,TECH,TECH_BASE_000078,Laptop 0078,ScreenSize,14-inch,Color,Black
414,TECH,TECH_BASE_000078,Laptop 0078,ScreenSize,14-inch,Color,Space Gray
415,TECH,TECH_BASE_000078,Laptop 0078,ScreenSize,16-inch,Color,Silver
416,TECH,TECH_BASE_000078,Laptop 0078,ScreenSize,16-inch,Color,Black
417,TECH,TECH_BASE_000078,Laptop 0078,ScreenSize,16-inch,Color,Space Gray
418,TECH,TECH_BASE_000079,Smartphone 0079,Color,White,Storage,128GB
419,TECH,TECH_BASE_000079,Smartphone 0079,Color,White,Storage,512GB
420,TECH,TECH_BASE_000079,Smartphone 0079,Color,White,Storage,256GB
421,TECH,TECH_BASE_000079,Smartphone 0079,Color,Blue,Storage,128GB
422,TECH,TECH_BASE_000079,Smartphone 0079,Color,Blue,Storage,512GB
423,TECH,TECH_BASE_000079,Smartphone 0079,Color,Blue,Storage,256GB
424,TECH,TECH_BASE_000079,Smartphone 0079,Color,Space Gray,Storage,128GB
425,TECH,TECH_BASE_000079,Smartphone 0079,Color,Space Gray,Storage,512GB
426,TECH,TECH_BASE_000079,Smartphone 0079,Color,Space Gray,Storage,256GB
427,TECH,TECH_BASE_000079,Smartphone 0079,Color,Red,Storage,128GB
428,TECH,TECH_BASE_000079,Smartphone 0079,Color,Red,Storage,512GB
429,TECH,TECH_BASE_000079,Smartphone 0079,Color,Red,Storage,256GB
430,TECH,TECH_BASE_000080,Smartwatch 0080,Color,Space Gray,Band,Silicone
431,TECH,TECH_BASE_000080,Smartwatch 0080,Color,Space Gray,Band,Leather
432,TECH,TECH_BASE_000080,Smartwatch 0080,Color,Blue,Band,Silicone
433,TECH,TECH_BASE_000080,Smartwatch 0080,Color,Blue,Band,Leather
434,TECH,TECH_BASE_000080,Smartwatch 0080,Color,Black,Band,Silicone
435,TECH,TECH_BASE_000080,Smartwatch 0080,Color,Black,Band,Leather
436,TECH,TECH_BASE_000081,Laptop 0081,ScreenSize,15-inch,Color,Space Gray
437,TECH,TECH_BASE_000081,Laptop 0081,ScreenSize,15-inch,Color,Black
438,TECH,TECH_BASE_000081,Laptop 0081,ScreenSize,16-inch,Color,Space Gray
439,TECH,TECH_BASE_000081,Laptop 0081,ScreenSize,16-inch,Color,Black
440,TECH,TECH_BASE_000081,Laptop 0081,ScreenSize,13-inch,Color,Space Gray
441,TECH,TECH_BASE_000081,Laptop 0081,ScreenSize,13-inch,Color,Black
442,TECH,TECH_BASE_000081,Laptop 0081,ScreenSize,14-inch,Color,Space Gray
443,TECH,TECH_BASE_000081,Laptop 0081,ScreenSize,14-inch,Color,Black
444,TECH,TECH_BASE_000082,Wireless Headphones 0082,Color,Silver,Connectivity,Bluetooth+Wired
445,TECH,TECH_BASE_000082,Wireless Headphones 0082,Color,Red,Connectivity,Bluetooth+Wired
446,TECH,TECH_BASE_000083,Wireless Headphones 0083,Color,Red,Connectivity,Bluetooth
447,TECH,TECH_BASE_000083,Wireless Headphones 0083,Color,Red,Connectivity,Bluetooth+Wired
448,TECH,TECH_BASE_000083,Wireless Headphones 0083,Color,Black,Connectivity,Bluetooth
449,TECH,TECH_BASE_000083,Wireless Headphones 0083,Color,Black,Connectivity,Bluetooth+Wired
450,TECH,TECH_BASE_000083,Wireless Headphones 0083,Color,Space Gray,Connectivity,Bluetooth
451,TECH,TECH_BASE_000083,Wireless Headphones 0083,Color,Space Gray,Connectivity,Bluetooth+Wired
452,TECH,TECH_BASE_000083,Wireless Headphones 0083,Color,White,Connectivity,Bluetooth
453,TECH,TECH_BASE_000083,Wireless Headphones 0083,Color,White,Connectivity,Bluetooth+Wired
454,TECH,TECH_BASE_000084,Smartwatch 0084,Color,Silver,Band,Leather
455,TECH,TECH_BASE_000084,Smartwatch 0084,Color,Silver,Band,Silicone
456,TECH,TECH_BASE_000084,Smartwatch 0084,Color,Black,Band,Leather
457,TECH,TECH_BASE_000084,Smartwatch 0084,Color,Black,Band,Silicone
458,TECH,TECH_BASE_000085,Smartwatch 0085,Color,Blue,Band,Silicone
459,TECH,TECH_BASE_000085,Smartwatch 0085,Color,Blue,Band,Leather
460,TECH,TECH_BASE_000085,Smartwatch 0085,Color,Silver,Band,Silicone
461,TECH,TECH_BASE_000085,Smartwatch 0085,Color,Silver,Band,Leather
462,TECH,TECH_BASE_000085,Smartwatch 0085,Color,Red,Band,Silicone
463,TECH,TECH_BASE_000085,Smartwatch 0085,Color,Red,Band,Leather
464,TECH,TECH_BASE_000085,Smartwatch 0085,Color,Black,Band,Silicone
465,TECH,TECH_BASE_000085,Smartwatch 0085,Color,Black,Band,Leather
466,TECH,TECH_BASE_000086,4K Television 0086,TVSize,65-inch,Color,Silver
467,TECH,TECH_BASE_000086,4K Television 0086,TVSize,65-inch,Color,Black
468,TECH,TECH_BASE_000086,4K Television 0086,TVSize,43-inch,Color,Silver
469,TECH,TECH_BASE_000086,4K Television 0086,TVSize,43-inch,Color,Black
470,TECH,TECH_BASE_000086,4K Television 0086,TVSize,50-inch,Color,Silver
471,TECH,TECH_BASE_000086,4K Television 0086,TVSize,50-inch,Color,Black
472,TECH,TECH_BASE_000087,Laptop 0087,ScreenSize,15-inch,Color,Space Gray
473,TECH,TECH_BASE_000087,Laptop 0087,ScreenSize,15-inch,Color,Black
474,TECH,TECH_BASE_000087,Laptop 0087,ScreenSize,13-inch,Color,Space Gray
475,TECH,TECH_BASE_000087,Laptop 0087,ScreenSize,13-inch,Color,Black
476,TECH,TECH_BASE_000087,Laptop 0087,ScreenSize,14-inch,Color,Space Gray
477,TECH,TECH_BASE_000087,Laptop 0087,ScreenSize,14-inch,Color,Black
478,TECH,TECH_BASE_000087,Laptop 0087,ScreenSize,16-inch,Color,Space Gray
479,TECH,TECH_BASE_000087,Laptop 0087,ScreenSize,16-inch,Color,Black
480,TECH,TECH_BASE_000088,Smartwatch 0088,Color,Silver,Band,Leather
481,TECH,TECH_BASE_000088,Smartwatch 0088,Color,Blue,Band,Leather
482,TECH,TECH_BASE_000088,Smartwatch 0088,Color,Black,Band,Leather
483,TECH,TECH_BASE_000088,Smartwatch 0088,Color,Space Gray,Band,Leather
484,TECH,TECH_BASE_000089,Smartphone 0089,Color,Blue,Storage,128GB
485,TECH,TECH_BASE_000089,Smartphone 0089,Color,Blue,Storage,64GB
486,TECH,TECH_BASE_000089,Smartphone 0089,Color,Black,Storage,128GB
487,TECH,TECH_BASE_000089,Smartphone 0089,Color,Black,Storage,64GB
488,TECH,TECH_BASE_000090,Laptop 0090,ScreenSize,15-inch,Color,Space Gray
489,TECH,TECH_BASE_000090,Laptop 0090,ScreenSize,16-inch,Color,Space Gray
490,TECH,TECH_BASE_000090,Laptop 0090,ScreenSize,13-inch,Color,Space Gray
491,TECH,TECH_BASE_000090,Laptop 0090,ScreenSize,14-inch,Color,Space Gray
492,TECH,TECH_BASE_000091,Smartphone 0091,Color,Blue,Storage,256GB
493,TECH,TECH_BASE_000091,Smartphone 0091,Color,Blue,Storage,512GB
494,TECH,TECH_BASE_000091,Smartphone 0091,Color,Blue,Storage,64GB
495,TECH,TECH_BASE_000091,Smartphone 0091,Color,White,Storage,256GB
496,TECH,TECH_BASE_000091,Smartphone 0091,Color,White,Storage,512GB
497,TECH,TECH_BASE_000091,Smartphone 0091,Color,White,Storage,64GB
498,TECH,TECH_BASE_000091,Smartphone 0091,Color,Space Gray,Storage,256GB
499,TECH,TECH_BASE_000091,Smartphone 0091,Color,Space Gray,Storage,512GB
500,TECH,TECH_BASE_000091,Smartphone 0091,Color,Space Gray,Storage,64GB
501,TECH,TECH_BASE_000091,Smartphone 0091,Color,Black,Storage,256GB
502,TECH,TECH_BASE_000091,Smartphone 0091,Color,Black,Storage,512GB
503,TECH,TECH_BASE_000091,Smartphone 0091,Color,Black,Storage,64GB
504,TECH,TECH_BASE_000092,Smartphone 0092,Color,Black,Storage,128GB
505,TECH,TECH_BASE_000092,Smartphone 0092,Color,Silver,Storage,128GB
506,TECH,TECH_BASE_000093,Smartphone 0093,Color,Space Gray,Storage,64GB
507,TECH,TECH_BASE_000093,Smartphone 0093,Color,Space Gray,Storage,512GB
508,TECH,TECH_BASE_000093,Smartphone 0093,Color,Black,Storage,64GB
509,TECH,TECH_BASE_000093,Smartphone 0093,Color,Black,Storage,512GB
510,TECH,TECH_BASE_000093,Smartphone 0093,Color,Blue,Storage,64GB
511,TECH,TECH_BASE_000093,Smartphone 0093,Color,Blue,Storage,512GB
512,TECH,TECH_BASE_000094,Laptop 0094,ScreenSize,14-inch,Color,Black
513,TECH,TECH_BASE_000094,Laptop 0094,ScreenSize,14-inch,Color,Silver
514,TECH,TECH_BASE_000094,Laptop 0094,ScreenSize,16-inch,Color,Black
515,TECH,TECH_BASE_000094,Laptop 0094,ScreenSize,16-inch,Color,Silver
516,TECH,TECH_BASE_000094,Laptop 0094,ScreenSize,15-inch,Color,Black
517,TECH,TECH_BASE_000094,Laptop 0094,ScreenSize,15-inch,Color,Silver
518,TECH,TECH_BASE_000095,Smartphone 0095,Color,Blue,Storage,512GB
519,TECH,TECH_BASE_000095,Smartphone 0095,Color,Blue,Storage,64GB
520,TECH,TECH_BASE_000095,Smartphone 0095,Color,Black,Storage,512GB
521,TECH,TECH_BASE_000095,Smartphone 0095,Color,Black,Storage,64GB
522,TECH,TECH_BASE_000096,4K Television 0096,TVSize,50-inch,Color,Black
523,TECH,TECH_BASE_000096,4K Television 0096,TVSize,50-inch,Color,Silver
524,TECH,TECH_BASE_000096,4K Television 0096,TVSize,43-inch,Color,Black
525,TECH,TECH_BASE_000096,4K Television 0096,TVSize,43-inch,Color,Silver
526,TECH,TECH_BASE_000096,4K Television 0096,TVSize,65-inch,Color,Black
527,TECH,TECH_BASE_000096,4K Television 0096,TVSize,65-inch,Color,Silver
528,TECH,TECH_BASE_000096,4K Television 0096,TVSize,55-inch,Color,Black
529,TECH,TECH_BASE_000096,4K Television 0096,TVSize,55-inch,Color,Silver
530,TECH,TECH_BASE_000097,Laptop 0097,ScreenSize,16-inch,Color,Space Gray
531,TECH,TECH_BASE_000097,Laptop 0097,ScreenSize,16-inch,Color,Black
532,TECH,TECH_BASE_000097,Laptop 0097,ScreenSize,14-inch,Color,Space Gray
533,TECH,TECH_BASE_000097,Laptop 0097,ScreenSize,14-inch,Color,Black
534,TECH,TECH_BASE_000097,Laptop 0097,ScreenSize,13-inch,Color,Space Gray
535,TECH,TECH_BASE_000097,Laptop 0097,ScreenSize,13-inch,Color,Black
536,TECH,TECH_BASE_000097,Laptop 0097,ScreenSize,15-inch,Color,Space Gray
537,TECH,TECH_BASE_000097,Laptop 0097,ScreenSize,15-inch,Color,Black
538,TECH,TECH_BASE_000098,4K Television 0098,TVSize,65-inch,Color,Black
539,TECH,TECH_BASE_000098,4K Television 0098,TVSize,65-inch,Color,Silver
540,TECH,TECH_BASE_000098,4K Television 0098,TVSize,43-inch,Color,Black
541,TECH,TECH_BASE_000098,4K Television 0098,TVSize,43-inch,Color,Silver
542,TECH,TECH_BASE_000099,Laptop 0099,ScreenSize,16-inch,Color,Silver
543,TECH,TECH_BASE_000099,Laptop 0099,ScreenSize,16-inch,Color,Black
544,TECH,TECH_BASE_000099,Laptop 0099,ScreenSize,15-inch,Color,Silver
545,TECH,TECH_BASE_000099,Laptop 0099,ScreenSize,15-inch,Color,Black
546,TECH,TECH_BASE_000099,Laptop 0099,ScreenSize,13-inch,Color,Silver
547,TECH,TECH_BASE_000099,Laptop 0099,ScreenSize,13-inch,Color,Black
548,TECH,TECH_BASE_000100,Laptop 0100,ScreenSize,15-inch,Color,Black
549,TECH,TECH_BASE_000100,Laptop 0100,ScreenSize,13-inch,Color,Black
550,TECH,TECH_BASE_000101,Laptop 0101,ScreenSize,15-inch,Color,Black
551,TECH,TECH_BASE_000101,Laptop 0101,ScreenSize,15-inch,Color,Silver
552,TECH,TECH_BASE_000101,Laptop 0101,ScreenSize,15-inch,Color,Space Gray
553,TECH,TECH_BASE_000101,Laptop 0101,ScreenSize,14-inch,Color,Black
554,TECH,TECH_BASE_000101,Laptop 0101,ScreenSize,14-inch,Color,Silver
555,TECH,TECH_BASE_000101,Laptop 0101,ScreenSize,14-inch,Color,Space Gray
556,TECH,TECH_BASE_000101,Laptop 0101,ScreenSize,13-inch,Color,Black
557,TECH,TECH_BASE_000101,Laptop 0101,ScreenSize,13-inch,Color,Silver
558,TECH,TECH_BASE_000101,Laptop 0101,ScreenSize,13-inch,Color,Space Gray
559,TECH,TECH_BASE_000102,Smartphone 0102,Color,Space Gray,Storage,64GB
560,TECH,TECH_BASE_000102,Smartphone 0102,Color,Space Gray,Storage,512GB
561,TECH,TECH_BASE_000102,Smartphone 0102,Color,White,Storage,64GB
562,TECH,TECH_BASE_000102,Smartphone 0102,Color,White,Storage,512GB
563,TECH,TECH_BASE_000102,Smartphone 0102,Color,Silver,Storage,64GB
564,TECH,TECH_BASE_000102,Smartphone 0102,Color,Silver,Storage,512GB
565,TECH,TECH_BASE_000102,Smartphone 0102,Color,Red,Storage,64GB
566,TECH,TECH_BASE_000102,Smartphone 0102,Color,Red,Storage,512GB
567,TECH,TECH_BASE_000103,Wireless Headphones 0103,Color,Space Gray,Connectivity,Bluetooth+Wired
568,TECH,TECH_BASE_000103,Wireless Headphones 0103,Color,Black,Connectivity,Bluetooth+Wired
569,TECH,TECH_BASE_000103,Wireless Headphones 0103,Color,Red,Connectivity,Bluetooth+Wired
570,TECH,TECH_BASE_000103,Wireless Headphones 0103,Color,White,Connectivity,Bluetooth+Wired
571,TECH,TECH_BASE_000104,Smartphone 0104,Color,Space Gray,Storage,64GB
572,TECH,TECH_BASE_000104,Smartphone 0104,Color,Silver,Storage,64GB
573,TECH,TECH_BASE_000105,Laptop 0105,ScreenSize,13-inch,Color,Silver
574,TECH,TECH_BASE_000105,Laptop 0105,ScreenSize,13-inch,Color,Space Gray
575,TECH,TECH_BASE_000105,Laptop 0105,ScreenSize,13-inch,Color,Black
576,TECH,TECH_BASE_000105,Laptop 0105,ScreenSize,14-inch,Color,Silver
577,TECH,TECH_BASE_000105,Laptop 0105,ScreenSize,14-inch,Color,Space Gray
578,TECH,TECH_BASE_000105,Laptop 0105,ScreenSize,14-inch,Color,Black
579,TECH,TECH_BASE_000105,Laptop 0105,ScreenSize,15-inch,Color,Silver
580,TECH,TECH_BASE_000105,Laptop 0105,ScreenSize,15-inch,Color,Space Gray
581,TECH,TECH_BASE_000105,Laptop 0105,ScreenSize,15-inch,Color,Black
582,TECH,TECH_BASE_000106,Laptop 0106,ScreenSize,14-inch,Color,Black
583,TECH,TECH_BASE_000106,Laptop 0106,ScreenSize,14-inch,Color,Space Gray
584,TECH,TECH_BASE_000106,Laptop 0106,ScreenSize,13-inch,Color,Black
585,TECH,TECH_BASE_000106,Laptop 0106,ScreenSize,13-inch,Color,Space Gray
586,TECH,TECH_BASE_000106,Laptop 0106,ScreenSize,16-inch,Color,Black
587,TECH,TECH_BASE_000106,Laptop 0106,ScreenSize,16-inch,Color,Space Gray
588,TECH,TECH_BASE_000107,Smartwatch 0107,Color,White,Band,Leather
589,TECH,TECH_BASE_000107,Smartwatch 0107,Color,Silver,Band,Leather
590,TECH,TECH_BASE_000108,Wireless Headphones 0108,Color,Black,Connectivity,Bluetooth+Wired
591,TECH,TECH_BASE_000108,Wireless Headphones 0108,Color,Black,Connectivity,Bluetooth
592,TECH,TECH_BASE_000108,Wireless Headphones 0108,Color,Space Gray,Connectivity,Bluetooth+Wired
593,TECH,TECH_BASE_000108,Wireless Headphones 0108,Color,Space Gray,Connectivity,Bluetooth
594,TECH,TECH_BASE_000108,Wireless Headphones 0108,Color,Red,Connectivity,Bluetooth+Wired
595,TECH,TECH_BASE_000108,Wireless Headphones 0108,Color,Red,Connectivity,Bluetooth
596,TECH,TECH_BASE_000108,Wireless Headphones 0108,Color,Silver,Connectivity,Bluetooth+Wired
597,TECH,TECH_BASE_000108,Wireless Headphones 0108,Color,Silver,Connectivity,Bluetooth
598,TECH,TECH_BASE_000109,Laptop 0109,ScreenSize,13-inch,Color,Space Gray
599,TECH,TECH_BASE_000109,Laptop 0109,ScreenSize,14-inch,Color,Space Gray
600,TECH,TECH_BASE_000109,Laptop 0109,ScreenSize,15-inch,Color,Space Gray
601,TECH,TECH_BASE_000110,Laptop 0110,ScreenSize,14-inch,Color,Space Gray
602,TECH,TECH_BASE_000110,Laptop 0110,ScreenSize,15-inch,Color,Space Gray
603,TECH,TECH_BASE_000110,Laptop 0110,ScreenSize,16-inch,Color,Space Gray
604,TECH,TECH_BASE_000111,4K Television 0111,TVSize,65-inch,Color,Black
605,TECH,TECH_BASE_000111,4K Television 0111,TVSize,50-inch,Color,Black
606,TECH,TECH_BASE_000112,Smartphone 0112,Color,Blue,Storage,128GB
607,TECH,TECH_BASE_000112,Smartphone 0112,Color,Blue,Storage,512GB
608,TECH,TECH_BASE_000112,Smartphone 0112,Color,Black,Storage,128GB
609,TECH,TECH_BASE_000112,Smartphone 0112,Color,Black,Storage,512GB
610,TECH,TECH_BASE_000112,Smartphone 0112,Color,Space Gray,Storage,128GB
611,TECH,TECH_BASE_000112,Smartphone 0112,Color,Space Gray,Storage,512GB
612,TECH,TECH_BASE_000112,Smartphone 0112,Color,Silver,Storage,128GB
613,TECH,TECH_BASE_000112,Smartphone 0112,Color,Silver,Storage,512GB
614,TECH,TECH_BASE_000113,Smartphone 0113,Color,Black,Storage,256GB
615,TECH,TECH_BASE_000113,Smartphone 0113,Color,Blue,Storage,256GB
616,TECH,TECH_BASE_000113,Smartphone 0113,Color,Red,Storage,256GB
617,TECH,TECH_BASE_000113,Smartphone 0113,Color,White,Storage,256GB
618,TECH,TECH_BASE_000114,4K Television 0114,TVSize,55-inch,Color,Black
619,TECH,TECH_BASE_000114,4K Television 0114,TVSize,50-inch,Color,Black
620,TECH,TECH_BASE_000114,4K Television 0114,TVSize,43-inch,Color,Black
621,TECH,TECH_BASE_000115,4K Television 0115,TVSize,43-inch,Color,Black
